Nome da Microzona,Carreira,Sentido,Interface,Codigo de Paragem (SIP),Paragens  - Nome,Localização,Destino
Cais do Sodré,782,A,-,03824,Corpo Santo,R. Arsenal,Moscavide
Cais do Sodré,782,A,-,05501,Pç. Comércio,Pç. Comércio,Moscavide
T. Paço,782,A,Metro; Barco,04505,Sul e Sueste,R. Arameiros,Moscavide
Sta. Apolónia,782,A,Metro; Comboio,02113,Estação Sta. Apolónia,Av. Infante D. Henrique,Moscavide
Xabregas,782,A,-,08309,Xabregas - R. Manutenção,Av. Infante D. Henrique,Moscavide
Poço do Bispo,782,A,-,12513,Beato,Av. Infante D. Henrique,Moscavide
Poço do Bispo,782,A,-,12511,Poço Bispo,Pç. David Leandro Silva,Moscavide
Poço do Bispo,782,A,-,12523,Fábrica Braço Prata,Av. Infante D. Henrique,Moscavide
Matinha,782,A,Comboio,02208,Estação Braço Prata,Av. Infante D. Henrique,Moscavide
Matinha,782,A,-,02220,Vale Formoso Cima,Av. Infante D. Henrique,Moscavide
Rot. Cabo Ruivo,782,A,-,02319,Az. Baptista,Av. Infante D. Henrique,Moscavide
Rot. Cabo Ruivo,782,A,-,02328,Rot. Cabo Ruivo,Av. Infante D. Henrique,Moscavide
Rot. Cabo Ruivo,782,A,-,02311,Av. Inf. D. Henrique (Centieira),Av. Infante D. Henrique,Moscavide
Rot. Cabo Ruivo,782,A,Metro,02313,Av. Inf. D. Henrique / Av. Pádua,Av. Infante D. Henrique,Moscavide
Olivais,782,A,-,02315,Av. Inf. D. Henrique / Av. Berlim,Av. Infante D. Henrique,Moscavide
Estação Oriente,782,A,Metro; Autocarro; Comboio,07805,Estação Oriente,Av. Ìndico,Moscavide
Parque Nações,782,A,-,07821,Av. D. João II,Av. D. João II,Moscavide
Parque Nações,782,A,-,07823,Av. Boa Esperança,Av. D. João II,Moscavide
Qta. Laranjeiras,782,A,Metro; Autocarro,07908,Moscavide - R. João Pinto Ribeiro,"R. 1.º Maio, Loures",Moscavide
Qta. Laranjeiras,782,A,-,07917,Moscavide - Pç. José Queirós,Pç. José Queirós,Moscavide
Qta. Laranjeiras,782,D,-,07917,Moscavide - Pç. José Queirós,Pç. José Queirós,Cais Sodré
Qta. Laranjeiras,782,D,Metro; Autocarro,07910,Moscavide - R. João Pinto Ribeiro,R. João Pinto Ribeiro,Cais Sodré
Parque Nações,782,D,-,07824,Av. Boa Esperança,Av. D. João II,Cais Sodré
Parque Nações,782,D,-,07822,Av. D. João II,Av. D. João II,Cais Sodré
Estação Oriente,782,D,Metro; Autocarro; Comboio,07825,Estação Oriente,Av. Berlim,Cais Sodré
Olivais,782,D,-,02324,Av. Inf. D. Henrique / Av. Berlim,Av. Infante D. Henrique,Cais Sodré
Rot. Cabo Ruivo,782,D,Metro,02322,Av. Inf. D. Henrique / Av. Pádua,Av. Infante D. Henrique,Cais Sodré
Rot. Cabo Ruivo,782,D,-,02320,Av. Inf. D. Henrique (Centieira),Av. Infante D. Henrique,Cais Sodré
Rot. Cabo Ruivo,782,D,-,02310,Rot. Cabo Ruivo,Av. Infante D. Henrique,Cais Sodré
Rot. Cabo Ruivo,782,D,-,02312,Az. Baptista,Av. Infante D. Henrique,Cais Sodré
Matinha,782,D,-,02205,Vale Formoso Cima,Av. Infante D. Henrique,Cais Sodré
Matinha,782,D,Comboio,02207,Estação Braço Prata,Av. Infante D. Henrique,Cais Sodré
Poço do Bispo,782,D,-,12524,Fábrica Braço Prata,Av. Infante D. Henrique,Cais Sodré
Poço do Bispo,782,D,-,12512,Poço Bispo,Pç. David Leandro Silva,Cais Sodré
Poço do Bispo,782,D,-,12514,Beato,Av. Infante D. Henrique,Cais Sodré
Xabregas,782,D,-,08310,Xabregas - R. Manutenção,Av. Infante D. Henrique,Cais Sodré
Sta. Apolónia,782,D,Metro; Comboio,02114,Estação Sta. Apolónia,Av. Infante D. Henrique,Cais Sodré
T. Paço,782,D,Metro; Barco,04502,Sul e Sueste,R. Arameiros,Cais Sodré
T. Paço,782,D,Barco,05504,Pç. Comércio,R. Arsenal,Cais Sodré
Cais do Sodré,782,D,-,03820,Corpo Santo,R. Arsenal,Cais Sodré
Cais do Sodré,782,D,Metro; Comboio; Barco,03811,Cais Sodré,Cais Sodré,Cais Sodré
Amoreiras,783,A,-,08518,Amoreiras (C. Comercial),R. Carlos Alberto Mota Pinto,Prior Velho
Amoreiras,783,A,Autocarro,01224,R. Joaquim António Aguiar,R. Joaquim António Aguiar,Prior Velho
Marquês Pombal,783,A,Metro; Autocarro,01215,Mq. Pombal - R. Joaquim A. Aguiar,R. Joaquim António Aguiar,Prior Velho
Marquês Pombal,783,A,Metro; Autocarro,01225,Mq. Pombal - Av. Fontes P. Melo,Av. Fontes Pereira Melo,Prior Velho
Av. António A. Aguiar,783,A,-,01701,Av. Fontes P. Melo,Av. Fontes Pereira Melo,Prior Velho
Picoas,783,A,Metro,01703,Picoas,Av. Fontes Pereira Melo,Prior Velho
Saldanha,783,A,Metro,01807,Saldanha,Pç. Duque Saldanha,Prior Velho
Saldanha,783,A,-,01809,Av. República,Av. República,Prior Velho
Campo Pequeno,783,A,Metro; Comboio,01901,Campo Pequeno - Av. República,Av. República,Prior Velho
Entrecampos,783,A,Metro; Comboio,02021,Estação Entrecampos,Av. República,Prior Velho
Entrecampos,783,A,metro,02011,Entrecampos,Av. República,Prior Velho
Entrecampos,783,A,Metro,02003,Entrecampos Norte,Campo Grande,Prior Velho
Entrecampos,783,A,-,02017,Campo Grande,Campo Grande - Nascente,Prior Velho
C. Grande - Av. Brasil,783,A,-,05708,Campo Grande - Av. Brasil,Av. Brasil,Prior Velho
Av. Brasil - Murtas,783,A,-,11304,Hosp. Júlio Matos,Av. Brasil,Prior Velho
Pote Água,783,A,-,11303,LNEC,Av. Brasil,Prior Velho
Pote Água,783,A,-,11305,Pote Água,Av. Brasil,Prior Velho
Rot. Aeroporto,783,A,-,07513,Pç. Aeroporto,Av. Brasil,Prior Velho
Aeroporto,783,A,Metro; Aeroporto,07601,Aeroporto,Av. Comunidades Portuguesas,Prior Velho
Aeroporto,783,A,Aeroporto,07603,Av. Berlim (Aeroporto),Av. Berlim,Prior Velho
Encarnação,783,A,-,12201,Encarnação (Bombeiros),Al. Encarnação,Prior Velho
Encarnação,783,A,-,12203,Encarnação,Al. Encarnação,Prior Velho
Encarnação,783,A,-,12205,Igreja Encarnação,Al. Encarnação,Prior Velho
Encarnação,783,A,-,12208,R. Lojistas,R. Lojistas,Prior Velho
Encarnação,783,A,-,12311,Pç. Norte (Mercado),R. Lojistas,Prior Velho
Encarnação,783,A,-,12603,Qta. Morgado,R. Vice Almirante Augusto Castro Guedes,Prior Velho
Portela,783,A,-,12601,RALIS,Av. Dr. Alfredo Bensaúde,Prior Velho
Prior Velho,783,A,-,16303,Rot. Encarnação,R. Severiano Falcão,Prior Velho
Prior Velho,783,A,-,16305,Qta. Francelha Cima,R. Severiano Falcão,Prior Velho
Prior Velho,783,A,-,16307,Qta. Francelha Baixo,R. Severiano Falcão,Prior Velho
Prior Velho,783,A,-,16310,Prior Velho,R. Moçambique,Prior Velho
Prior Velho,783,D,-,16310,Prior Velho,R. Moçambique,Amoreiras
Prior Velho,783,D,-,16308,Qta. Francelha Baixo,R. Severiano Falcão,Amoreiras
Prior Velho,783,D,-,16306,Qta. Francelha Cima,R. Severiano Falcão,Amoreiras
Prior Velho,783,D,-,16304,Rot. Encarnação,R. Severiano Falcão,Amoreiras
Portela,783,D,-,12602,RALIS,Av. Dr. Alfredo Bensaúde,Amoreiras
Encarnação,783,D,-,12604,Qta. Morgado,R. Vice Almirante Augusto Castro Guedes,Amoreiras
Encarnação,783,D,-,12312,Pç. Norte (Mercado),R. Lojistas,Amoreiras
Encarnação,783,D,-,12206,Igreja Encarnação,Al. Encarnação,Amoreiras
Encarnação,783,D,-,12204,Encarnação,Al. Encarnação,Amoreiras
Encarnação,783,D,-,12202,Encarnação (Bombeiros),Av. Berlim,Amoreiras
Aeroporto,783,D,-,07604,Av. Berlim (Aeroporto),Av. Berlim,Amoreiras
Aeroporto,783,D,Metro; Aeroporto,07602,Aeroporto,Aeroporto,Amoreiras
Rot. Aeroporto,783,D,-,07502,Pç. Aeroporto,Av. Brasil,Amoreiras
Pote Água,783,D,-,11308,Pote Água,Av. Brasil,Amoreiras
Pote Água,783,D,-,11306,LNEC,Av. Brasil,Amoreiras
Av. Brasil - Murtas,783,D,-,11321,Hosp. Júlio Matos,Av. Brasil,Amoreiras
C. Grande - Av. Brasil,783,D,-,05704,Campo Grande - Av. Brasil,Campo Grande - Poente,Amoreiras
Entrecampos,783,D,-,02008,Campo Grande,Campo Grande - Poente,Amoreiras
Entrecampos,783,D,Metro,02006,Entrecampos Norte,Campo Grande - Poente,Amoreiras
Entrecampos,783,D,Metro,02002,Entrecampos,Av. República,Amoreiras
Entrecampos,783,D,Metro; Comboio,02019,Estação Entrecampos,Av. República,Amoreiras
Campo Pequeno,783,D,Metro,01906,Campo Pequeno - Av. República,Av. República,Amoreiras
Saldanha,783,D,-,01814,Av. República,Av. República,Amoreiras
Saldanha,783,D,Metro,01812,Saldanha,Pç. Duque Saldanha,Amoreiras
Picoas,783,D,Metro,01714,Picoas,Av. Fontes Pereira Melo,Amoreiras
Av. António A. Aguiar,783,D,-,01702,Av. Fontes P. Melo,Av. Fontes Pereira Melo,Amoreiras
Marquês Pombal,783,D,Metro; Autocarro,01206,Mq. Pombal - Av. Fontes P. Melo,Av. Fontes Pereira Melo,Amoreiras
Marquês Pombal,783,D,Metro; Autocarro,01209,Mq. Pombal - R. Joaquim A. Aguiar,R. Joaquim António Aguiar,Amoreiras
Amoreiras,783,D,Autocarro,01223,R. Joaquim António Aguiar,R. Joaquim António Aguiar,Amoreiras
Amoreiras,783,D,Autocarro,08501,Amoreiras,Av. Eng. Duarte Pacheco,Amoreiras
Amoreiras,783,D,-,08518,Amoreiras (C. Comercial),R. Carlos Alberto Mota Pinto,Amoreiras
Poço do Bispo,793,A,-,12522,Marvila,R. Marvila,Estação Roma - Areeiro
Poço do Bispo,793,A,Comboio,12520,R. Marvila,R. Marvila,Estação Roma - Areeiro
Poço do Bispo,793,A,Comboio,12521,Estr. Marvila / Az. Alfinetes,Estrada Marvila,Estação Roma - Areeiro
Poço do Bispo,793,A,-,12518,Az. Veigas,Estrada Marvila,Estação Roma - Areeiro
Poço do Bispo,793,A,-,12516,Estr. Marvila,Estrada Marvila,Estação Roma - Areeiro
Madre Deus,793,A,-,83119,B.º Madre Deus (Escola),R. Marquês Olhão,Estação Roma - Areeiro
Madre Deus,793,A,-,83103,R. Marquês Olhão,R. D. José de Bragança,Estação Roma - Areeiro
Madre Deus,793,A,-,83105,B.º Madre Deus,Lg. Madre Deus,Estação Roma - Areeiro
Madre Deus,793,A,-,83107,B.º Madre Deus (Escola),R. José da Bateira,Estação Roma - Areeiro
Madre Deus,793,A,-,83115,Az. Salgada,Az. Salgada,Estação Roma - Areeiro
B.º Salgadas,793,A,-,03711,B.º Salgadas,acesso à R. Dinah Silveira Queirós,Estação Roma - Areeiro
B.º Salgadas,793,A,-,03704,Esc. Marvila,R. António Gedeão,Estação Roma - Areeiro
B.º Salgadas,793,A,-,03721,R. A. José Pessoa,R. Alberto José Pessoa,Estação Roma - Areeiro
B.º Salgadas,793,A,-,03722,R. Eduarda Lapa,R. Eduarda Lapa,Estação Roma - Areeiro
B.º Salgadas,793,A,-,03709,Esc. Marvila,R. António Gedeão,Estação Roma - Areeiro
B.º Salgadas,793,A,-,03701,R. Dinah Silveira Queiroz,R. Dinah Silveira Queirós,Estação Roma - Areeiro
B.º Salgadas,793,A,-,03715,Av. Paulo VI (Igreja),Av. Paulo VI,Estação Roma - Areeiro
B.º Salgadas,793,A,-,03719,Av. Paulo VI / R. José Patrocínio,Av. Paulo VI,Estação Roma - Areeiro
Matinha,793,A,-,02211,Av. Paulo VI,R. Sousa Bastos,Estação Roma - Areeiro
B.º Salgadas,793,A,-,03707,Av. João Paulo II,Av. João Paulo II,Estação Roma - Areeiro
B.º Salgadas,793,A,-,03713,R. Salgueiro Maia,R. Salgueiro Maia,Estação Roma - Areeiro
Bela Vista,793,A,Metro,03605,Bela Vista (Centro Comercial),Av. Francisco Salgado Zenha,Estação Roma - Areeiro
Bela Vista,793,A,-,03607,B.º Armador,Av. Vergilio Ferreira,Estação Roma - Areeiro
Bela Vista,793,A,-,03609,Av. Vergílio Ferreira (Fundação Oriente),Av. Vergilio Ferreira,Estação Roma - Areeiro
Olaias,793,A,Metro,08912,Olaias (Piscina),Av. Eng. Arantes Oliveira,Estação Roma - Areeiro
Olaias,793,A,-,08910,Rot. Olaias,R. Professora Margarida Vieira Mendes,Estação Roma - Areeiro
Olaias,793,A,-,09007,Casal Vistoso,Av. Afonso Costa,Estação Roma - Areeiro
Areeiro,793,A,Autocarro; Comboio,00301,Areeiro - Av. Afonso Costa,Av. Afonso Costa,Estação Roma - Areeiro
Areeiro,793,A,Metro; Autocarro,00323,Av. Pe. Manuel Nóbrega,Av. Pe. Manuel Nóbrega,Estação Roma - Areeiro
Areeiro,793,A,Comboio,00321,Estação Roma-Areeiro,Av. S. João Deus,Estação Roma - Areeiro
Areeiro,793,D,Comboio,00321,Estação Roma-Areeiro,Av. S. João Deus,Marvila
Areeiro,793,D,Metro; Autocarro,00308,Areeiro - Av. Alm. Gago Coutinho,Av. Almirante Gago Coutinho,Marvila
Areeiro,793,D,Autocarro,00318,Areeiro - Av. Afonso Costa,Av. Afonso Costa,Marvila
Olaias,793,D,-,09008,Casal Vistoso,Av. Afonso Costa,Marvila
Olaias,793,D,-,09006,Olaias - Av. Afonso Costa,Av. Afonso Costa,Marvila
Olaias,793,D,-,08908,Rot. Olaias,Av. Eng. Arantes Oliveira,Marvila
Olaias,793,D,Metro,08913,Olaias (Piscina),Av. Eng. Arantes Oliveira,Marvila
Bela Vista,793,D,-,03610,Av. Vergílio Ferreira (Fundação Oriente),Av. Vergilio Ferreira,Marvila
Bela Vista,793,D,-,03608,B.º Armador,Av. Vergilio Ferreira,Marvila
Bela Vista,793,D,Metro,03606,Bela Vista (Centro Comercial),Av. Francisco Salgado Zenha,Marvila
B.º Salgadas,793,D,-,03714,R. Salgueiro Maia,R. Salgueiro Maia,Marvila
B.º Salgadas,793,D,-,03710,Av. João Paulo II,Av. João Paulo II,Marvila
Matinha,793,D,-,02217,Av. Paulo VI,R. Xavier Magalhães,Marvila
B.º Salgadas,793,D,-,03720,Av. Paulo VI / R. José Patrocínio,Av. Paulo VI,Marvila
B.º Salgadas,793,D,-,03716,Av. Paulo VI (Igreja),Av. Paulo VI,Marvila
B.º Salgadas,793,D,-,03702,R. Dinah Silveira Queiroz,R. Dinah Silveira Queirós,Marvila
B.º Salgadas,793,D,-,03704,Esc. Marvila,R. António Gedeão,Marvila
B.º Salgadas,793,D,-,03721,R. A. José Pessoa,R. Alberto José Pessoa,Marvila
B.º Salgadas,793,D,-,03722,R. Eduarda Lapa,R. Eduarda Lapa,Marvila
B.º Salgadas,793,D,-,03709,Esc. Marvila,R. António Gedeão,Marvila
B.º Salgadas,793,D,-,03712,B.º Salgadas,acesso à R. Dinah Silveira Queirós,Marvila
Madre Deus,793,D,-,83116,Az. Salgada,Az. Salgada,Marvila
Madre Deus,793,D,-,83108,B.º Madre Deus (Escola),R. José da Bateira,Marvila
Madre Deus,793,D,-,83106,B.º Madre Deus,Lg. Madre Deus,Marvila
Madre Deus,793,D,-,83117,R. Marquês Olhão,R. Marquês Olhão,Marvila
Madre Deus,793,D,-,83118,B.º Madre Deus (Escola),R. Marquês Olhão,Marvila
Poço do Bispo,793,D,-,12515,Estr. Marvila,Estrada Marvila,Marvila
Poço do Bispo,793,D,-,12525,Az. Veigas,Estrada Marvila,Marvila
Poço do Bispo,793,D,Comboio,12517,Estr. Marvila / Az. Alfinetes,Estrada Marvila,Marvila
Poço do Bispo,793,D,Comboio,12519,R. Marvila,R. Marvila,Marvila
Poço do Bispo,793,D,-,12522,Marvila,R. Marvila,Marvila
T. Paço,794,A,Metro; Barco,04508,Terreiro do Paço,Av. Infante D. Henrique,Estação Oriente (Interface)
Alfândega,794,A,-,04503,Campo Cebolas,Av. Infante D. Henrique,Estação Oriente (Interface)
Alfândega,794,A,-,08201,Alfândega,Av. Infante D. Henrique,Estação Oriente (Interface)
Alfândega,794,A,-,08203,Casa Conto,Av. Infante D. Henrique,Estação Oriente (Interface)
Sta. Apolónia,794,A,Metro; Comboio,02101,Estação Sta. Apolónia,Lg. Caminhos Ferro,Estação Oriente (Interface)
Sta. Apolónia,794,A,-,02103,R. Bica Sapato,R. Bica Sapato,Estação Oriente (Interface)
Sta. Apolónia,794,A,-,02131,Cç. Sta. Apolónia,Cç. Sta. Apolónia,Estação Oriente (Interface)
Av. Afonso III,794,A,-,09813,Cç. Cruz Pedra,Cç. Cruz Pedra,Estação Oriente (Interface)
Av. Afonso III,794,A,-,09805,R. Madre Deus,R. Madre Deus,Estação Oriente (Interface)
Av. Afonso III,794,A,-,09807,Igreja Madre Deus (Museu Azulejo),R. Madre Deus,Estação Oriente (Interface)
Xabregas,794,A,-,08319,Xabregas,Lg. Marquês Niza,Estação Oriente (Interface)
Madre Deus,794,A,-,08321,Mercado Xabregas,R. Gualdim Pais,Estação Oriente (Interface)
Madre Deus,794,A,-,83113,R. Gualdim Pais,R. Gualdim Pais,Estação Oriente (Interface)
Madre Deus,794,A,-,83111,Estr. Chelas,Estrada Chelas,Estação Oriente (Interface)
Madre Deus,794,A,-,83109,Cç. Teixeira,Estrada Chelas,Estação Oriente (Interface)
Bela Vista,794,A,-,03602,Lg. Chelas,Lg. Chelas,Estação Oriente (Interface)
Bela Vista,794,A,-,03604,Lg. Broma,Lg. Broma,Estação Oriente (Interface)
Bela Vista,794,A,-,03610,Av. Vergílio Ferreira (Fundação Oriente),Av. Vergilio Ferreira,Estação Oriente (Interface)
Bela Vista,794,A,-,03608,B.º Armador,Av. Vergilio Ferreira,Estação Oriente (Interface)
Bela Vista,794,A,Metro,03606,Bela Vista (Centro Comercial),Av. Francisco Salgado Zenha,Estação Oriente (Interface)
B.º Loios,794,A,-,14730,Av. Avelino Teixeira Mota (CERCI),Av. Avelino Teixeira Mota,Estação Oriente (Interface)
B.º Loios,794,A,-,14728,B.º Flamenga,R. Luisa Neto Jorge,Estação Oriente (Interface)
B.º Loios,794,A,-,14726,Pq. Bela Vista,Av. Dr. Arlindo Vicente,Estação Oriente (Interface)
B.º Loios,794,A,-,14723,Av. Dr. Arlindo Vicente,R. João Palma Ferreira,Estação Oriente (Interface)
B.º Loios,794,A,-,14710,Colégio Valsassina,Av. Avelino Teixeira Mota,Estação Oriente (Interface)
B.º Loios,794,A,-,14708,Esc. Damião Góis,R. Luis Cristino Silva,Estação Oriente (Interface)
B.º Loios,794,A,-,14706,B.º Loios,R. Luis Cristino Silva,Estação Oriente (Interface)
B.º Loios,794,A,-,14704,R. Luis Cristino Silva,R. Luis Cristino Silva,Estação Oriente (Interface)
B.º Loios,794,A,-,14702,R. Adães Bermudes,R. Pardal Monteiro,Estação Oriente (Interface)
Escola D. Dinis,794,A,-,89916,R. Eng. Rodrigues Carvalho,R. Eng. Ferreira Dias,Estação Oriente (Interface)
Escola D. Dinis,794,A,-,89914,R. Eng. Ferreira Dias,R. Eng. Ferreira Dias,Estação Oriente (Interface)
Escola D. Dinis,794,A,-,89913,Esc. D. Dinis,Av. Dr. Augusto Castro,Estação Oriente (Interface)
Escola D. Dinis,794,A,Metro,89906,ISEL,Av. Dr. Augusto Castro,Estação Oriente (Interface)
Escola D. Dinis,794,A,-,89901,R. Capitão-Mor Lopes Sequeira,R. Dr. José Espirito Santo,Estação Oriente (Interface)
Escola D. Dinis,794,A,-,89907,R. Dr. José Espirito Santo,R. Dr. José Espirito Santo,Estação Oriente (Interface)
Matinha,794,A,-,02220,Vale Formoso Cima,Av. Infante D. Henrique,Estação Oriente (Interface)
Rot. Cabo Ruivo,794,A,-,02319,Az. Baptista,Av. Infante D. Henrique,Estação Oriente (Interface)
Rot. Cabo Ruivo,794,A,-,02328,Rot. Cabo Ruivo,Av. Infante D. Henrique,Estação Oriente (Interface)
Rot. Cabo Ruivo,794,A,-,02311,Av. Inf. D. Henrique (Centieira),Av. Infante D. Henrique,Estação Oriente (Interface)
Rot. Cabo Ruivo,794,A,Metro,02313,Av. Inf. D. Henrique / Av. Pádua,Av. Infante D. Henrique,Estação Oriente (Interface)
Olivais,794,A,-,02315,Av. Inf. D. Henrique / Av. Berlim,Av. Infante D. Henrique,Estação Oriente (Interface)
Estação Oriente,794,A,Metro; Autocarro; Comboio,07814,Estação Oriente (Interface),Interface Estação Oriente,Estação Oriente (Interface)
Estação Oriente,794,D,Metro; Autocarro; Comboio,07814,Estação Oriente (Interface),Interface Estação Oriente,Terreiro do Paço
Olivais,794,D,-,02324,Av. Inf. D. Henrique / Av. Berlim,Av. Infante D. Henrique,Terreiro do Paço
Rot. Cabo Ruivo,794,D,Metro,02322,Av. Inf. D. Henrique / Av. Pádua,Av. Infante D. Henrique,Terreiro do Paço
Rot. Cabo Ruivo,794,D,-,02320,Av. Inf. D. Henrique (Centieira),Av. Infante D. Henrique,Terreiro do Paço
Rot. Cabo Ruivo,794,D,-,02310,Rot. Cabo Ruivo,Av. Infante D. Henrique,Terreiro do Paço
Rot. Cabo Ruivo,794,D,-,02312,Az. Baptista,Av. Infante D. Henrique,Terreiro do Paço
Escola D. Dinis,794,D,-,89908,R. Dr. José Espirito Santo,R. Dr. José Espirito Santo,Terreiro do Paço
Escola D. Dinis,794,D,-,89902,R. Capitão-Mor Lopes Sequeira,R. Dr. José Espirito Santo,Terreiro do Paço
Escola D. Dinis,794,D,Metro,89904,ISEL,R. Dr. José Espirito Santo,Terreiro do Paço
Escola D. Dinis,794,D,Metro,89903,ISEL,Av. Dr. Augusto Castro,Terreiro do Paço
Escola D. Dinis,794,D,Metro,89905,Av. Dr. Augusto Castro,Av. Dr. Augusto Castro,Terreiro do Paço
Escola D. Dinis,794,D,-,89918,Esc. D. Dinis,R. Eng. Ferreira Dias,Terreiro do Paço
Escola D. Dinis,794,D,-,89915,R. Eng. Ferreira Dias,R. Eng. Ferreira Dias,Terreiro do Paço
Escola D. Dinis,794,D,-,89917,R. Eng. Rodrigues Carvalho,R. Eng. Ferreira Dias,Terreiro do Paço
B.º Loios,794,D,-,14701,R. Adães Bermudes,R. Luis Cristino Silva,Terreiro do Paço
B.º Loios,794,D,-,14703,R. Luis Cristino Silva,R. Luis Cristino Silva,Terreiro do Paço
B.º Loios,794,D,-,14705,B.º Loios,R. Luis Cristino Silva,Terreiro do Paço
B.º Loios,794,D,-,14707,Esc. Damião Góis,R. Luis Cristino Silva,Terreiro do Paço
B.º Loios,794,D,-,14720,Colégio Valsassina,Av. Avelino Teixeira Mota,Terreiro do Paço
B.º Loios,794,D,-,14724,Av. Dr. Arlindo Vicente,R. João Palma Ferreira,Terreiro do Paço
B.º Loios,794,D,-,14725,Pq. Bela Vista,Av. Dr. Arlindo Vicente,Terreiro do Paço
B.º Loios,794,D,-,14727,B.º Flamenga,R. Luisa Neto Jorge,Terreiro do Paço
B.º Loios,794,D,-,14729,Av. Avelino Teixeira Mota (CERCI),Av. Avelino Teixeira Mota,Terreiro do Paço
Bela Vista,794,D,Metro,03605,Bela Vista (Centro Comercial),Av. Francisco Salgado Zenha,Terreiro do Paço
Bela Vista,794,D,-,03607,B.º Armador,Av. Vergilio Ferreira,Terreiro do Paço
Bela Vista,794,D,-,03609,Av. Vergílio Ferreira (Fundação Oriente),Av. Vergilio Ferreira,Terreiro do Paço
Bela Vista,794,D,-,03603,Lg. Broma,Lg. Broma,Terreiro do Paço
Bela Vista,794,D,-,03601,Lg. Chelas,Lg. Chelas,Terreiro do Paço
Madre Deus,794,D,-,83112,Estr. Chelas,Estrada Chelas,Terreiro do Paço
Madre Deus,794,D,-,83114,R. Gualdim Pais,Estrada Chelas,Terreiro do Paço
Madre Deus,794,D,-,08322,Mercado Xabregas,R. Gualdim Pais,Terreiro do Paço
Xabregas,794,D,-,08320,Xabregas,Lg. Marquês Niza,Terreiro do Paço
Av. Afonso III,794,D,-,09808,Igreja Madre Deus (Museu Azulejo),R. Madre Deus,Terreiro do Paço
Av. Afonso III,794,D,-,09816,R. Madre Deus,Cç. Cruz Pedra,Terreiro do Paço
Av. Afonso III,794,D,-,09814,Cç. Cruz Pedra,Cç. Cruz Pedra,Terreiro do Paço
Sta. Apolónia,794,D,-,02128,Estação Sta. Apolónia (Mercadorias),Av. Infante D. Henrique,Terreiro do Paço
Sta. Apolónia,794,D,Metro; Comboio,02118,Estação Sta. Apolónia,Av. Infante D. Henrique,Terreiro do Paço
Alfândega,794,D,-,08204,Casa Conto,Av. Infante D. Henrique,Terreiro do Paço
Alfândega,794,D,-,08202,Alfândega,Av. Infante D. Henrique,Terreiro do Paço
T. Paço,794,D,Metro; Barco,04508,Terreiro do Paço,Av. Infante D. Henrique,Terreiro do Paço
C. Grande Norte,796,A,Metro; Autocarro,05826,Campo Grande (Metro),Interface Campo Grande,Galinheiras
C. Grande Norte,796,A,Metro; Autocarro,05807,Campo Grande (Metro),R. Cipriano Dourado,Galinheiras
C. Grande Norte,796,A,-,05811,Hosp. Pulido Valente,Al. Linhas de Torres,Galinheiras
